UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,CleanedTweet
2743,47695,,14-03-2020,"While you're all busy with #COVID2019 and the media buzz around it, anyone care to notice that oil prices are decreasing internationally but rising by Rs. 2 - 3/litre everyday only in India? 
#OilPrices #InternationalMarkets",Positive,"['youre', 'busy', 'covid2019', 'media', 'buzz', 'around', 'anyone', 'care', 'notice', 'oil', 'prices', 'decreasing', 'internationally', 'rising', 'rs', '2', '3litre', 'everyday', 'india', 'oilprices', 'internationalmarkets']"
2744,47696,"Greensboro, North Carolina",14-03-2020,"HEALTHY HABITS | Wash your hands after coughing or sneezing 
#FactsNotFear #Coronavirus https://t.co/mStThcHeu9 https://t.co/OmYDvBa1FJ",Positive,"['healthy', 'habits', 'wash', 'hands', 'coughing', 'sneezing', 'factsnotfear', 'coronavirus']"
2745,47697,"Amsterdam, The Netherlands",14-03-2020,"Something I'm not seeing run out in supermarkets is pet supplies. Obviously don't panic buy, but please everyone think of your pets food, litter, etc if you get sick and can't get out for 14 days #Covid_19",Negative,"['something', 'im', 'seeing', 'run', 'supermarkets', 'pet', 'supplies', 'obviously', 'dont', 'panic', 'buy', 'please', 'everyone', 'think', 'pets', 'food', 'litter', 'etc', 'get', 'sick', 'cant', 'get', '14', 'days', 'covid19']"
2746,47698,90069,14-03-2020,"Where will the first #coronavirus shoot out take place, the grocery store or the hospital? #losAngeles #WeHo #CulverCity https://t.co/abttTY0Zte",Negative,"['first', 'coronavirus', 'shoot', 'take', 'place', 'grocery', 'store', 'hospital', 'losangeles', 'weho', 'culvercity']"
2747,47699,"Valencia, CA",14-03-2020,"Third Street Promenade Apple Store Employee Tests Positive For COVID-19, Company Shutters Stores Globally https://t.co/1oBCnY4TOg",Positive,"['third', 'street', 'promenade', 'apple', 'store', 'employee', 'tests', 'positive', 'covid19', 'company', 'shutters', 'stores', 'globally']"
2748,47700,"Los Angeles, CA",14-03-2020,Hey La Croix the people have spoken and wed all rather die of thirst than drink coconut flavor https://t.co/DS59z8kokd,Negative,"['hey', 'la', 'croix', 'people', 'spoken', 'we\x92d', 'rather', 'die', 'thirst', 'drink', 'coconut', 'flavor']"
2749,47701,"Los Angeles, CA",14-03-2020,Hey @JCROX88 saw this. Thought of you. ? https://t.co/1KqzgxPPnX,Neutral,"['hey', 'jcrox88', 'saw', 'thought']"
2750,47702,,14-03-2020,"To the dickheads stock piling at home, where do you think all of us are going to get our food from if the supermarkets are empty? You better have some good home security... #Covid_19 #coronavirus #COVID19Aus",Extremely Positive,"['dickheads', 'stock', 'piling', 'home', 'think', 'us', 'going', 'get', 'food', 'supermarkets', 'empty', 'better', 'good', 'home', 'security', 'covid19', 'coronavirus', 'covid19aus']"
2751,47703,7 Continents ,14-03-2020,"Worried about #SmallBusiness? Excellent tip from physicist Scott Paulson: ""Buy online gift cards from your favorite places. They get a little $$ to keep things going, you get a shopping/dining spree/haircut in a month or two!""   #BuyLocal #coronavirus #SmallBusinessSaturday",Extremely Positive,"['worried', 'smallbusiness', 'excellent', 'tip', 'physicist', 'scott', 'paulson', 'buy', 'online', 'gift', 'cards', 'favorite', 'places', 'get', 'little', 'keep', 'things', 'going', 'get', 'shoppingdining', 'spreehaircut', 'month', 'two', 'buylocal', 'coronavirus', 'smallbusinesssaturday']"
2752,47704,"Kuwait, Sri Lanka",14-03-2020,"@Cokroach I noticed this last night in @LuLuHyperKW, Kuwait. Supermarket assigned their cleaning staff to sanitize the shopping trolleys before its taken by the shoppers. #Covid_19",Neutral,"['cokroach', 'noticed', 'last', 'night', 'luluhyperkw', 'kuwait', 'supermarket', 'assigned', 'cleaning', 'staff', 'sanitize', 'shopping', 'trolleys', 'it\x92s', 'taken', 'shoppers', 'covid19']"
2753,47705,"Oakland, CA",14-03-2020,"This weekend take a moment and #thank your #delivery drivers, #supermarket employees, #hospital workers &amp; #pharmacy staff. Theyre #stressed out but went to work to #serve you. #AllInThisTogether #Covid_19 #COVID19 @FlyingWithSara @maddow @TheLastWord @fred_guttenberg @tribelaw",Neutral,"['weekend', 'take', 'moment', 'thank', 'delivery', 'drivers', 'supermarket', 'employees', 'hospital', 'workers', 'amp', 'pharmacy', 'staff', 'they\x92re', 'stressed', 'went', 'work', 'serve', 'allinthistogether', 'covid19', 'covid19', 'flyingwithsara', 'maddow', 'thelastword', 'fredguttenberg', 'tribelaw']"
2754,47706,Toronto,14-03-2020,Did The people of #Kashmir stock food for 7 months? Had #Syrians have the opportunities to at least stay home safe in lockdowns for 8 years? Forget about Palestinians. #Coronavirus is probably making a point to look at the lives of those oppressed. https://t.co/WEytk7fXLR,Positive,"['people', 'kashmir', 'stock', 'food', '7', 'months', 'syrians', 'opportunities', 'least', 'stay', 'home', 'safe', 'lockdowns', '8', 'years', 'forget', 'palestinians', 'coronavirus', 'probably', 'making', 'point', 'look', 'lives', 'oppressed']"
2755,47707,"Cincinnati, OH",14-03-2020,"Let me be clear, I did not stock up on food this week because I think were going to be quarantined because of the #coronavirus, I did it because I am 7 pounds under my weight class and working from home next week.",Positive,"['let', 'clear', 'stock', 'food', 'week', 'think', 'we\x92re', 'going', 'quarantined', 'coronavirus', '7', 'pounds', 'weight', 'class', 'working', 'home', 'next', 'week']"
2756,47708,"Los Angeles, CA",14-03-2020,after experiencing my neighborhood grocery store this afternoon i would like to say that i did not surivive katrina for this shit. im invoking my native new orleanian spirit and saying that were gonna ride this bitch out. stay strong yall. #Covid_19 #Coronavirus #WashYourHands https://t.co/Lx7OMTWFXG,Negative,"['experiencing', 'neighborhood', 'grocery', 'store', 'afternoon', 'would', 'like', 'say', 'surivive', 'katrina', 'shit', 'i\x92m', 'invoking', 'native', 'new', 'orleanian', 'spirit', 'saying', 'we\x92re', 'gon', 'na', 'ride', 'bitch', 'stay', 'strong', 'y\x92all', 'covid19', 'coronavirus', 'washyourhands']"
2757,47709,CANADA,14-03-2020,"Skills that will be in high demand due to #COVID19:
-Call centre/online info clerks
-food delivery drivers
-cleaning staff
-laundry workers
-frontline coordinators
Those losing hours in hospitality/events management should prepare to change/adapt to the new demand. #coronavirus",Negative,"['skills', 'high', 'demand', 'due', 'covid19', 'call', 'centreonline', 'info', 'clerks', 'food', 'delivery', 'drivers', 'cleaning', 'staff', 'laundry', 'workers', 'frontline', 'coordinators', 'losing', 'hours', 'hospitalityevents', 'management', 'prepare', 'changeadapt', 'new', 'demand', 'coronavirus']"
2758,47710,Zentralschweiz,14-03-2020,Dryfood for 6 weeks ?on stock. Out there on the field tonns??? of mices. I dont care about food. Human has to plant next week patatoes for his food. Garden pawtrol??? is always a lot to do. #coronavirus #CatsOfTwitter #Caturday ?? https://t.co/RisqYv4rx1,Negative,"['dryfood', '6', 'weeks', 'stock', 'field', 'tonns', 'mices', 'dont', 'care', 'food', 'human', 'plant', 'next', 'week', 'patatoes', 'food', 'garden', 'pawtrol', 'always', 'lot', 'coronavirus', 'catsoftwitter', 'caturday']"
2759,47711,Apse Heath,14-03-2020,"people moaning online that they've got no toilet roll left in the shops because they were too fkin lazy to get off their arses &amp; go shopping, little hint to those, when there is a panic get in the que quickly and stop bleating #notoiletroll #coronapocalypse #coronavirus",Extremely Negative,"['people', 'moaning', 'online', 'theyve', 'got', 'toilet', 'roll', 'left', 'shops', 'fkin', 'lazy', 'get', 'arses', 'amp', 'go', 'shopping', 'little', 'hint', 'panic', 'get', 'que', 'quickly', 'stop', 'bleating', 'notoiletroll', 'coronapocalypse', 'coronavirus']"
2760,47712,,14-03-2020,"got to know that food/paper product companies are(secretly)very happy with covid-19 panic buying,boardrooms trying to hide their smiles.",Positive,"['got', 'know', 'foodpaper', 'product', 'companies', 'aresecretlyvery', 'happy', 'covid19', 'panic', 'buyingboardrooms', 'trying', 'hide', 'smiles']"
2761,47713,,14-03-2020,"if you can't find stuff you need at target or your regular grocery store, many local Asian markets, Hispanic markets, and specialty stores still have many supplies (yes, TP!), yummy snacks, and they could use the business during these uncertain times! #coronavirus",Positive,"['cant', 'find', 'stuff', 'need', 'target', 'regular', 'grocery', 'store', 'many', 'local', 'asian', 'markets', 'hispanic', 'markets', 'specialty', 'stores', 'still', 'many', 'supplies', 'yes', 'tp', 'yummy', 'snacks', 'could', 'use', 'business', 'uncertain', 'times', 'coronavirus']"
2762,47714,,14-03-2020,Quarantine measures imposed by states the world over in the wake of the COVID-19 pandemic have led to a surge in screen time use and online shopping among the masses. https://t.co/nlRZMWLu1s https://t.co/4UQ7Iecozo,Negative,"['quarantine', 'measures', 'imposed', 'states', 'world', 'wake', 'covid19', 'pandemic', 'led', 'surge', 'screen', 'time', 'use', 'online', 'shopping', 'among', 'masses']"
2763,47715,s/h || ggs + and like 2 bgs,14-03-2020,"MY GROCERY STORE IS OUT OF TOILET PAPER AND PEOPLE AT WALMART ARE FIGHTING OVER IT LIKE A BITCH PUNCHED A BITCH OVER WALMART BRAND ONE ROLL

#Covid_19",Extremely Negative,"['grocery', 'store', 'toilet', 'paper', 'people', 'walmart', 'fighting', 'like', 'bitch', 'punched', 'bitch', 'walmart', 'brand', 'one', 'roll', 'covid19']"
2764,47716,Scotland,14-03-2020,"Check up on people that rely on online shopping deliveries, they might be stuck without items they need! No toilet roll in my delivery this morning, my brother went round some shops &amp; found me some! It's madness!! #coronaUK #coronavirus #ToiletPaperPanic #toiletpapercrisis",Extremely Negative,"['check', 'people', 'rely', 'online', 'shopping', 'deliveries', 'might', 'stuck', 'without', 'items', 'need', 'toilet', 'roll', 'delivery', 'morning', 'brother', 'went', 'round', 'shops', 'amp', 'found', 'madness', 'coronauk', 'coronavirus', 'toiletpaperpanic', 'toiletpapercrisis']"
2765,47717,Worldwide,14-03-2020,are people in Italy waiting to shop at a supermarket or attend a @billieeilish concert? #coronavirus #CoronaVirusUpdates #COVID?19 #Covid_19 #covid19 https://t.co/4fAcKdc5a4,Neutral,"['people', 'italy', 'waiting', 'shop', 'supermarket', 'attend', 'billieeilish', 'concert', 'coronavirus', 'coronavirusupdates', 'covid19', 'covid19', 'covid19']"
2766,47718,,14-03-2020,Im gonna need grocery stores to start putting limits on how many packs of toilet paper people can buy fr. If you can do it for sale items u can do it for crisis items (tp is not a crisis item) And remember jacking up prices makes you a jack ass. #Covid_19 #COVID2019 #COVID,Extremely Negative,"['i\x92m', 'gon', 'na', 'need', 'grocery', 'stores', 'start', 'putting', 'limits', 'many', 'packs', 'toilet', 'paper', 'people', 'buy', 'fr', 'sale', 'items', 'u', '\x93crisis', 'items\x94', 'tp', 'crisis', 'item', 'remember', 'jacking', 'prices', 'makes', 'jack', 'ass', 'covid19', 'covid2019', 'covid']"
2767,47719,,14-03-2020,"Kyle:
- drives F-150
- called COVID-19 a hoax
- panic shopped
- bought toilet paper, hand sanitizer, water and no food
- still goes to crowded bars Saturday",Negative,"['kyle', 'drives', 'f150', 'called', 'covid19', 'hoax', 'panic', 'shopped', 'bought', 'toilet', 'paper', 'hand', 'sanitizer', 'water', 'food', 'still', 'goes', 'crowded', 'bars', 'saturday']"
2768,47720,,14-03-2020,"This virus just damaging my bank account the most, all this sitting at home has me online shopping out of boredom, better home my amazon guy is washing his hands or im gonna have a 50pcs box of kitkats, a ballgown ill never wear and COVID:19",Negative,"['virus', 'damaging', 'bank', 'account', 'sitting', 'home', 'online', 'shopping', 'boredom', 'better', 'home', 'amazon', 'guy', 'washing', 'hands', 'i\x92m', 'gon', 'na', '50pcs', 'box', 'kitkats', 'ballgown', 'i\x92ll', 'never', 'wear', 'covid19']"
2769,47721,,14-03-2020,"A small rant for the people who have gone and wiped out the shelves at the grocery stores:
You have entirely screwed over the people who dont have the financial means or space to store extra supplies.
Way to go. ??
#coronavirus #COVID19 #COVID?19 #Chillout",Extremely Negative,"['small', 'rant', 'people', 'gone', 'wiped', 'shelves', 'grocery', 'stores', 'entirely', 'screwed', 'people', 'don\x92t', 'financial', 'means', 'space', 'store', 'extra', 'supplies', 'way', 'go', 'coronavirus', 'covid19', 'covid19', 'chillout']"
2770,47722,"Nairobi, Kenya",14-03-2020,"@EPRA_Ke thinks that it has relieved Kenyans by lowering fuel prices by only 2 bob yet for now fuel prices has gone down to upto $30  per barrel of crude oil. Okay lets wait for next month and see if it will go down further #covid19kenya
#coronaInkenya",Negative,"['eprake', 'thinks', 'relieved', 'kenyans', 'lowering', 'fuel', 'prices', '2', 'bob', 'yet', 'fuel', 'prices', 'gone', 'upto', '30', 'per', 'barrel', 'crude', 'oil', 'okay', 'lets', 'wait', 'next', 'month', 'see', 'go', 'covid19kenya', 'coronainkenya']"
2771,47723,"NY, NY",14-03-2020,"https://t.co/7lRxM8tKUj Apple has closed all non-china stores. Apple is the thought-leader in the world of retail. How soon until the #2 thought leader, Starbucks, does the same? #AppleStores #Starbucks #COVID?19 #COVID19 #COVID2019 #Covid_19 #COVID #StayHome #SocialDistancing",Neutral,"['apple', 'closed', 'nonchina', 'stores', 'apple', 'thoughtleader', 'world', 'retail', 'soon', '2', 'thought', 'leader', 'starbucks', 'applestores', 'starbucks', 'covid19', 'covid19', 'covid2019', 'covid19', 'covid', 'stayhome', 'socialdistancing']"
2772,47724,,14-03-2020,"coronavirus be like the end of the world? Especially at the grocery store omy?
#TwitterOfTime #COVID2019 #KeepSafeEveryone #pleaselike",Positive,"['coronavirus', 'like', 'end', 'world', 'especially', 'grocery', 'store', 'omy', 'twitteroftime', 'covid2019', 'keepsafeeveryone', 'pleaselike']"
2773,47725,,14-03-2020,"@sainsburys ordered standard food shop today, including just one pack of nappies and one box for formula (no stock piling just what we need for the week) neither arrived. I have an ill toddler (no Covid -19) at home, cant get to the shop and now cant ",Extremely Negative,"['sainsburys', 'ordered', 'standard', 'food', 'shop', 'today', 'including', 'one', 'pack', 'nappies', 'one', 'box', 'formula', 'stock', 'piling', 'need', 'week', 'neither', 'arrived', 'ill', 'toddler', 'covid', '19', 'home', 'can\x92t', 'get', 'shop', 'can\x92t']"
2774,47726,World Citizen ,14-03-2020,"@LizMalafronte @MissSashaMorton @MoiraEwesfulone @DrAdrianHeald Im impressed you found any loo roll to give! ?? literally two 4-packs in my local supermarket, and its a big store. I just dont gettit. #Covid_19 is respiratory not bowel related... biz",Positive,"['lizmalafronte', 'misssashamorton', 'moiraewesfulone', 'dradrianheald', 'i\x92m', 'impressed', 'found', 'loo', 'roll', 'give', 'literally', 'two', '4packs', 'local', 'supermarket', 'it\x92s', 'big', 'store', 'don\x92t', 'gettit', 'covid19', 'respiratory', 'bowel', 'related', 'biz']"
2775,47727,"Niagara Falls, Ontario",14-03-2020,When you work in a grocery store and dont wanna go into work tomorrow because of the coronavirus ? #Covid_19 #CoronaVirusCanada,Neutral,"['work', 'grocery', 'store', 'don\x92t', 'wan', 'na', 'go', 'work', 'tomorrow', 'coronavirus', 'covid19', 'coronaviruscanada']"
2776,47728,Hyrule,14-03-2020,I wonder how much online shopping has increased since COVID-19,Positive,"['wonder', 'much', 'online', 'shopping', 'increased', 'since', 'covid19']"
2777,47729,,14-03-2020,"For everyone thinking of going shopping this weekend, them shoes can wait, that top can be bought online, please if youre feeling under the weather dont go shopping at big centres because thats how its spreads and puts lives at risks #COVID?19 #StayHome #coronavirus",Positive,"['everyone', 'thinking', 'going', 'shopping', 'weekend', 'shoes', 'wait', 'top', 'bought', 'online', 'please', 'you\x92re', 'feeling', 'weather', 'don\x92t', 'go', 'shopping', 'big', 'centres', 'that\x92s', 'it\x92s', 'spreads', 'puts', 'lives', 'risks', 'covid19', 'stayhome', 'coronavirus']"
2778,47730,"London, England",14-03-2020,Its so heartbreaking to see this and people struggle. Praying for a better  world. Managed to get most of the stuff for now. Praying for the future. Online shopping for now. Safest way!!!! #coronaUK #COVID19 #CoronaVirusUpdates #coronavirus #Covid19Kindness #tesco https://t.co/thCEOech3y,Extremely Positive,"['it\x92s', 'heartbreaking', 'see', 'people', 'struggle', 'praying', 'better', 'world', 'managed', 'get', 'stuff', 'praying', 'future', 'online', 'shopping', 'safest', 'way', 'coronauk', 'covid19', 'coronavirusupdates', 'coronavirus', 'covid19kindness', 'tesco']"
2779,47731,"London, Surrey, Sussex, Hants",14-03-2020,Im starting to wonder why did I not stock pile..... if I do need food Ill tweet and you can help me. Thanks ?#coronavirus #KeepTheFaith https://t.co/Jl06VBP1dr,Extremely Positive,"['i\x92m', 'starting', 'wonder', 'stock', 'pile', 'need', 'food', 'i\x92ll', 'tweet', 'help', 'thanks', 'coronavirus', 'keepthefaith']"
2780,47732,"Virginia, USA",14-03-2020,"Now would be a good time for people to tweet their merch. Online shopping because we are bored.

#coronavirus",Positive,"['would', 'good', 'time', 'people', 'tweet', 'merch', 'online', 'shopping', 'bored', 'coronavirus']"
2781,47733,"Hayward, CA",14-03-2020,"These posts that I keep seeing from yall regarding COVID-19 dismissing people are trash af. Yes, the overbuying of products (tp, sanitizer, food, even shit that they probs wont use, etc.) is frustrating but let people experience their panic. Its valid.",Extremely Negative,"['posts', 'keep', 'seeing', 'y\x92all', 'regarding', 'covid19', 'dismissing', 'people', 'trash', 'af', 'yes', 'overbuying', 'products', 'tp', 'sanitizer', 'food', 'even', 'shit', 'probs', 'won\x92t', 'use', 'etc', 'frustrating', 'let', 'people', 'experience', 'panic', 'it\x92s', 'valid']"
2782,47734,?A,14-03-2020,"today I am venturing out into the abyss to stock up on food and litter for my girls ?? dont forget to prep for your furry ones needs as well! 

#COVID?19 #panicbuyers #coronavirus #pets",Positive,"['today', 'venturing', 'abyss', 'stock', 'food', 'litter', 'girls', 'don\x92t', 'forget', 'prep', 'furry', 'one\x92s', 'needs', 'well', 'covid19', 'panicbuyers', 'coronavirus', 'pets']"
2783,47735,,14-03-2020,"Half our grocery order, of the most obscure things, is all listed as not in stock so I guess I have to brave the crowds. 
STOP BUYING ALL THE FOOD! Some of us just want our food that fits in our dietary constraints and cant afford to stockpile ? #coronavirus",Positive,"['half', 'grocery', 'order', 'obscure', 'things', 'listed', '\x93not', 'stock\x94', 'guess', 'brave', 'crowds', 'stop', 'buying', 'food', 'us', 'want', 'food', 'fits', 'dietary', 'constraints', 'can\x92t', 'afford', 'stockpile', 'coronavirus']"
2784,47736,nowhere and everywhere,14-03-2020,I went shopping to get random shit (ok I wanted snack food in case I have to self isolate) and i am not at all surprised to see LaCroix and those abominations Amy's frozen meals are all still in stock #COVID?19 #panicshopping #coronavirus,Negative,"['went', 'shopping', 'get', 'random', 'shit', 'ok', 'wanted', 'snack', 'food', 'case', 'self', 'isolate', 'surprised', 'see', 'lacroix', 'abominations', 'amys', 'frozen', 'meals', 'still', 'stock', 'covid19', 'panicshopping', 'coronavirus']"
2785,47737,deep space,14-03-2020,"Gov'ts should be bailing out those who cannot afford not to go to work right now and prioritising healthcare, food, water, energy supplies and comms, not pumping money into the stock market or worrying about the ""economy"". #coronavirus #COVID19",Negative,"['govts', 'bailing', 'afford', 'go', 'work', 'right', 'prioritising', 'healthcare', 'food', 'water', 'energy', 'supplies', 'comms', 'pumping', 'money', 'stock', 'market', 'worrying', 'economy', 'coronavirus', 'covid19']"
2786,47738,"Nairobi, Kenya",14-03-2020,"@uhaul offers free 30day storage, @amazon combats sanitizer prices, @Pornhub offers free premium service. @Sproutfy offers free term to schools. Are you doing your part to help during this period or letting market forces work and increasing your prices? #",Extremely Positive,"['uhaul', 'offers', 'free', '30day', 'storage', 'amazon', 'combats', 'sanitizer', 'prices', 'pornhub', 'offers', 'free', 'premium', 'service', 'sproutfy', 'offers', 'free', 'term', 'schools', 'part', 'help', 'period', 'letting', 'market', 'forces', 'work', 'increasing', 'prices']"
2787,47739,"Powys, Wales",14-03-2020,If the mid-#wales #population is wiped out by #coronavirus #COVID19 atleast the homes will be full of #cat #dog food. Mind you they're going to have to evolve extremely quickly to be able to open the sachets and cans! As soon as we can put stock on #supermarket shelves it goes,Neutral,"['midwales', 'population', 'wiped', 'coronavirus', 'covid19', 'atleast', 'homes', 'full', 'cat', 'dog', 'food', 'mind', 'theyre', 'going', 'evolve', 'extremely', 'quickly', 'able', 'open', 'sachets', 'cans', 'soon', 'put', 'stock', 'supermarket', 'shelves', 'goes']"
2788,47740,,14-03-2020,"A friend asked how things were at the grocery store...I never go to a grocery store on a weekend period, never mind during a #coronavirus #pandemic or even an #apocalypse #thatswhack",Positive,"['friend', 'asked', 'things', 'grocery', 'storei', 'never', 'go', 'grocery', 'store', 'weekend', 'period', 'never', 'mind', 'coronavirus', 'pandemic', 'even', 'apocalypse', 'thatswhack']"
2789,47741,,14-03-2020,"@SubtweetShawn3 What's different is that you can't catch heart disease walking through a grocery store. The flu is a well-known virus which we have a vaccine for and are still fighting. #Covid_19 has a higher mortality rate, is more contagious, and we don",Extremely Negative,"['subtweetshawn3', 'whats', 'different', 'cant', 'catch', 'heart', 'disease', 'walking', 'grocery', 'store', 'flu', 'wellknown', 'virus', 'vaccine', 'still', 'fighting', 'covid19', 'higher', 'mortality', 'rate', 'contagious']"
2790,47742,,14-03-2020,"Please remember, the flu is a larger threat here in the US than CoVid-19.. all this fear mongering and media hyped panic is making it worse. Im more concerned about the stores near me being out of food.",Extremely Negative,"['please', 'remember', 'flu', 'larger', 'threat', 'us', 'covid19', 'fear', 'mongering', 'media', 'hyped', 'panic', 'making', 'worse', 'i\x92m', 'concerned', 'stores', 'near', 'food']"
2791,47743,London/Beijing,14-03-2020,"I was in Beijing in the height of it and yet, no supermarket queues, no grocery hoarding, no tension on public transport if you coughed or sneezed, landlord being advised by Beijing govt to give leeway to tenants that cant work. Im so proud of how Beijing handled #Covid_19",Negative,"['beijing', 'height', 'yet', 'supermarket', 'queues', 'grocery', 'hoarding', 'tension', 'public', 'transport', 'coughed', 'sneezed', 'landlord', 'advised', 'beijing', 'govt', 'give', 'leeway', 'tenants', 'can\x92t', 'work', 'i\x92m', 'proud', 'beijing', 'handled', 'covid19']"
2792,47744,montreal,14-03-2020,COVID-19 panic buying hits grocery stores across Canada. #panicmode please stop rushing to the grocery store   https://t.co/wNQGdqaDG1,Negative,"['covid19', 'panic', 'buying', 'hits', 'grocery', 'stores', 'across', 'canada', 'panicmode', 'please', 'stop', 'rushing', 'grocery', 'store']"
2793,47745,,14-03-2020,"Journalist: ""Crude prices have reduced a lot. Will govt pass benefits to consumers by lowering excise duty?"" 

@nsitharaman

: Chaliye Vanakkam
#copied #SmackDown #Covid_19 #CoronaOutbreak https://t.co/cYM5e2b88t",Negative,"['journalist', 'crude', 'prices', 'reduced', 'lot', 'govt', 'pass', 'benefits', 'consumers', 'lowering', 'excise', 'duty', 'nsitharaman', 'chaliye', 'vanakkam', 'copied', 'smackdown', 'covid19', 'coronaoutbreak']"
2794,47746,"California, USA",14-03-2020,@thomaskaine5 @CorlessHanson Im stress eating my food stock. Ill either die of #coronavirus or malnutrition.,Extremely Negative,"['thomaskaine5', 'corlesshanson', 'i\x92m', 'stress', 'eating', 'food', 'stock', 'i\x92ll', 'either', 'die', 'coronavirus', 'malnutrition']"
2795,47747,Correct Time Zone,14-03-2020,"BEING NEIGHBORLY IN A TIME OF COVID-19 ? 
1) check on your older neighbors  
2) go shopping for those with kids, is immunocompromised, elderly, or is in quarantine  
3) simultaneously watch a movie, play online games, etc with others who may also be in q-tine  
Got other suggs?",Positive,"['neighborly', 'time', 'covid19', '1', 'check', 'older', 'neighbors', '2', 'go', 'shopping', 'kids', 'immunocompromised', 'elderly', 'quarantine', '3', 'simultaneously', 'watch', 'movie', 'play', 'online', 'games', 'etc', 'others', 'may', 'also', 'qtine', 'got', 'suggs']"
2796,47748,,14-03-2020,"Can we start a list of restaurants that provide paid sick leave to their staff? 

This greatly assists staff to cope when they are ill and reduces the chance of sick staff coming to work and infecting restaurant customers.

Olive Garden
Longhorn Steakhouse
etc. 

#SafeRestaurants",Extremely Negative,"['start', 'list', 'restaurants', 'provide', 'paid', 'sick', 'leave', 'staff', 'greatly', 'assists', 'staff', 'cope', 'ill', 'reduces', 'chance', 'sick', 'staff', 'coming', 'work', 'infecting', 'restaurant', 'customers', 'olive', 'garden', 'longhorn', 'steakhouse', 'etc', 'saferestaurants']"
2797,47749,,14-03-2020,"Fining people for being out of their homes w/out a good reason such as the grocery store or pharmacy. 
Outbreak tests Italy's limits a week after the lockdown began.
#COVID_19 #CoronaVirus 
https://t.co/Rx7CFuG0sb via @YouTube",Positive,"['fining', 'people', 'homes', 'wout', 'good', 'reason', 'grocery', 'store', 'pharmacy', 'outbreak', 'tests', 'italys', 'limits', 'week', 'lockdown', 'began', 'covid19', 'coronavirus', 'via', 'youtube']"
2798,47750,,14-03-2020,me on the supermarket greeting people I know after city lockdown #Covid_19 https://t.co/e13JUgAh6G,Positive,"['supermarket', 'greeting', 'people', 'know', 'city', 'lockdown', 'covid19']"
2799,47751,"Sacramento, CA",14-03-2020,"Wow we have a worse Covid-19 case  
Please stay safe and stock up on toilet paper please please please stock up on food like beans, rice, corn, and dont forget the water losts of water #Covid_19",Extremely Positive,"['wow', 'worse', 'covid19', 'case', 'please', 'stay', 'safe', 'stock', 'toilet', 'paper', 'please', 'please', 'please', 'stock', 'food', 'like', 'beans', 'rice', 'corn', 'don\x92t', 'forget', 'water', 'losts', 'water', 'covid19']"
2800,47752,"Chicago, IL",14-03-2020,@yashar Watch once the #coronavirus is over all that food folks stock up on and other items probably be donated to food pantries.,Neutral,"['yashar', 'watch', 'coronavirus', 'food', 'folks', 'stock', 'items', 'probably', 'donated', 'food', 'pantries']"
2801,47753,,14-03-2020,shit i aint even worried about covid-19 anymore im worried about yall and the high rising demand for food and essentials.,Extremely Negative,"['shit', 'ain\x92t', 'even', 'worried', 'covid19', 'anymore', 'i\x92m', 'worried', 'y\x92all', 'high', 'rising', 'demand', 'food', 'essentials']"
2802,47754,los angeles,14-03-2020,Just left grocery store. Why are people hoarding bottled water? I don't get it. #Covid_19 #LosAngeles,Neutral,"['left', 'grocery', 'store', 'people', 'hoarding', 'bottled', 'water', 'dont', 'get', 'covid19', 'losangeles']"
2803,47755,Canada / Australia,14-03-2020,"As someone with anaphylactic allergies I don't use online grocery shopping because I can't brand sub. Here's hoping the panic settles, but I somewhat doubt it. Buckle up everyone, the ride's just begun

How big grocers in Canada are preparing for COVID-19 https://t.co/iAiZsJocjW",Negative,"['someone', 'anaphylactic', 'allergies', 'dont', 'use', 'online', 'grocery', 'shopping', 'cant', 'brand', 'sub', 'heres', 'hoping', 'panic', 'settles', 'somewhat', 'doubt', 'buckle', 'everyone', 'rides', 'begun', 'big', 'grocers', 'canada', 'preparing', 'covid19']"
2804,47756,,14-03-2020,"@TheCryptoDog How #Covid_19 spreading ?
Animals 2%
Food 3.5%
Air 4.5%
Water 6%
Handshake 8%
Travelers 15%
Social media 61% !
We had way more dangerous viruses before but we didnt have this strong social media.

Dont over panic guys",Negative,"['thecryptodog', 'covid19', 'spreading', 'animals', '2', 'food', '35', 'air', '45', 'water', '6', 'handshake', '8', 'travelers', '15', 'social', 'media', '61', 'way', 'dangerous', 'viruses', 'didn\x92t', 'strong', 'social', 'media', 'don\x92t', 'panic', 'guys']"
2805,47757,"Illinois, USA",14-03-2020,In light of all thats happening with the #coronavirus and how we should stock up. Please remember: dont be a dick. There are other families that need water. Other babies that need formula. Other kids that need food. Understand that your family is just as important as theirs.,Negative,"['light', 'that\x92s', 'happening', 'coronavirus', 'stock', 'please', 'remember', 'don\x92t', 'dick', 'families', 'need', 'water', 'babies', 'need', 'formula', 'kids', 'need', 'food', 'understand', 'family', 'important']"
2806,47758,Walktrip : SINGKOWTS,14-03-2020,"*COVID 19 IS SPREADING*
my stupid ass: *keeps ordering food and shopping online*",Extremely Negative,"['covid', '19', 'spreading', 'stupid', 'ass', 'keeps', 'ordering', 'food', 'shopping', 'online']"
